tower_id,date,rain_intensity,wind_speed,temperature,frequency,voltage,overload_current_pct,freq_anomaly,volt_anomaly,anomaly_chances,days_since_maintenance,faulty,region,region_risk_score,tower_age_years,corrosion_level,last_maintenance,x,y,distance_from_substation
T1,2024-06-02,0,15,33,50.314222657000336,217.42691594711565,142,0,0,0,-35,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-03,85,56,23,49.232145281013835,201.84010568087012,143,1,1,2,-34,0,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-04,68,75,10,49.195668321302,219.6646350046733,88,1,0,1,-33,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-05,9,117,-1,50.77336077459609,210.43574493366856,59,1,0,1,-32,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-06,57,95,-5,50.07875489680013,227.35855077592564,65,0,0,0,-31,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-07,31,90,14,50.15094835575176,215.52679704826087,82,0,0,0,-30,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-08,50,42,31,50.251879340203146,232.81707375085074,89,0,1,1,-29,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-09,25,73,20,49.68124913892848,210.4277811294361,56,0,0,0,-28,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-10,74,28,30,49.83589206343116,238.7032220608099,85,0,1,1,-27,0,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-11,48,98,42,49.25537945884493,210.0006579686442,145,1,0,1,-26,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-12,61,95,31,49.47719371958068,227.19379119600984,72,1,0,1,-25,0,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-13,61,83,42,49.77923617243841,211.90540698037245,68,0,0,0,-24,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-14,11,60,35,50.69428628819118,214.19620761850882,77,1,0,1,-23,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-15,98,11,19,50.1074061046916,208.50911580096917,102,0,1,1,-22,0,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-16,56,38,39,50.86185821137458,238.9699283413764,63,1,1,2,-21,0,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-17,74,17,41,49.285983364105675,230.46042526869888,66,1,1,2,-20,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-18,6,45,7,49.44515283514206,215.86606407817007,76,1,0,1,-19,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-19,82,7,42,50.72627704397801,235.21439874553667,66,1,1,2,-18,0,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-20,88,44,-2,49.70043649340063,228.32724782332798,68,0,0,0,-17,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-21,89,18,33,49.868903688976545,210.14728695492556,141,0,0,0,-16,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-22,19,91,2,49.23505249355421,225.96841208464255,50,1,0,1,-15,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-23,24,55,27,49.44719167703891,238.52890157762445,93,1,1,2,-14,0,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-24,44,60,41,50.78228622739614,221.108044363452,124,1,0,1,-13,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-25,56,17,41,50.25879727627053,227.8299475593847,80,0,0,0,-12,0,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-26,53,117,-3,50.802316020981976,201.8178552136583,61,1,1,2,-11,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-27,91,35,20,49.77653676797974,209.175789828198,77,0,1,1,-10,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-28,40,99,21,50.39632342803949,221.44385465376482,82,0,0,0,-9,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T1,2024-06-29,12,45,29,50.64507448584634,237.99199653167696,118,1,1,2,-8,1,North,8,33,14,2024-07-07,20,82,43.86342439892262
T2,2024-05-01,65,9,24,50.73212777900082,201.80874680424756,82,1,1,2,22,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-02,10,84,20,49.761781713262046,238.79657591258413,76,0,1,1,23,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-03,32,97,35,49.82963900467533,210.93628287722825,104,0,0,0,24,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-04,2,52,17,50.53797483036102,237.79062919529713,123,1,1,2,25,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-05,84,77,3,49.25831883030299,238.1620410903489,126,1,1,2,26,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-06,33,91,25,49.22711518439926,226.86292782371197,83,1,0,1,27,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-07,2,49,6,50.63277147042612,238.71895061759292,143,1,1,2,28,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-08,46,22,9,50.569336527888616,225.57445427896968,124,1,0,1,29,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-09,37,63,28,49.7011751176132,223.59670747418534,79,0,0,0,30,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-10,37,96,18,50.82094255680654,211.91837806167803,100,1,0,1,31,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-11,28,3,4,50.85317525032299,219.68465172318153,133,1,0,1,32,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-12,76,106,37,49.480291237556386,203.03453312434655,72,1,1,2,33,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-13,94,74,10,50.281749489606426,207.2752033759658,105,0,1,1,34,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-14,31,49,13,50.643581273688895,213.80330511289546,91,1,0,1,35,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-15,20,69,-5,50.068847007465045,214.23965937087945,95,0,0,0,36,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-16,72,25,41,50.255800778981815,203.27036127795486,143,0,1,1,37,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-17,47,60,11,49.553755296294405,232.24805119172245,148,0,1,1,38,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-18,85,13,20,50.51991081787517,221.25063015894136,51,1,0,1,39,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-19,13,58,1,50.374331010806664,233.77762690534516,67,0,1,1,40,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-20,88,118,31,49.364567756951914,222.55860368075346,66,1,0,1,41,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-21,89,43,19,50.78105456147979,223.74369814216195,117,1,0,1,42,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-22,99,110,16,50.173682236041756,229.8175789673732,132,0,0,0,43,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-23,5,51,20,50.21511044458715,209.7741262185862,108,0,1,1,44,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-24,21,20,0,49.73071363934812,219.5123920323495,143,0,0,0,45,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-25,61,93,25,49.11130697871395,233.69256141192727,52,1,1,2,46,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-26,94,5,-4,50.15199683561132,236.69582452342127,128,0,1,1,47,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-27,93,119,32,50.33728643984886,237.17503956510342,128,0,1,1,48,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-28,4,69,20,49.647358472808484,217.01745754465668,146,0,0,0,49,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-29,11,46,-5,50.22124008488326,211.54522212961024,86,0,0,0,50,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-30,2,32,0,49.67320855638784,205.37658707755898,72,0,1,1,51,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-05-31,1,12,34,50.61974889170927,210.18562619055055,122,1,0,1,52,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-01,34,93,25,50.85905828849565,233.22477631150917,99,1,1,2,53,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-02,74,8,28,49.36246613233132,202.6598506946711,89,1,1,2,54,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-03,59,29,29,49.32853159586199,232.58298880925528,127,1,1,2,55,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-04,3,88,39,50.17661335159011,227.3192825366853,121,0,0,0,56,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-05,37,96,17,49.87748935077668,223.099450836245,66,0,0,0,57,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-06,65,77,34,49.45805078184959,221.71397242453637,119,1,0,1,58,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-07,63,115,9,50.75725823074688,219.81694505615863,143,1,0,1,59,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-08,35,28,32,50.50480624007765,228.27921844973835,76,1,0,1,60,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-09,96,117,32,50.07296270296919,215.15286262227664,137,0,0,0,61,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-10,14,28,2,49.29983485469755,209.17005580930567,125,1,1,2,62,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-11,26,68,14,49.363195433602854,236.33802245334513,87,1,1,2,63,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-12,22,46,20,50.89456667922363,206.1340561246432,62,1,1,2,64,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-13,99,111,-2,50.58016927424817,200.9209041915055,141,1,1,2,65,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-14,8,117,23,49.20849393210362,233.6175852792169,60,1,1,2,66,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-15,35,53,17,50.84168376523475,234.79585448248514,104,1,1,2,67,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-16,14,20,41,49.109523277644065,213.40788966583602,101,1,0,1,68,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-17,24,89,5,50.84592046359697,218.62800489275253,140,1,0,1,69,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-18,16,42,38,50.82549892575826,209.9290577102861,74,1,1,2,70,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-19,48,28,37,50.26452857583906,200.52377826353336,134,0,1,1,71,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-20,80,83,35,49.297325455506225,216.58496494908096,141,1,0,1,72,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-21,95,12,24,50.499920940798354,208.39622372382343,132,0,1,1,73,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-22,29,28,43,49.07309933569619,218.88267780439998,89,1,0,1,74,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-23,65,117,22,49.96217589677517,219.88047795284996,100,0,0,0,75,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-24,0,7,23,49.15100672760778,230.12984882989804,59,1,1,2,76,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-25,86,54,22,50.679577718913144,234.67975040046093,57,1,1,2,77,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-26,66,87,17,50.34378548719746,200.78842151017457,103,0,1,1,78,0,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-27,91,110,2,49.19888278551869,209.72688763997817,127,1,1,2,79,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-28,45,106,10,49.79436705923691,226.72340546282584,134,0,0,0,80,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T2,2024-06-29,73,6,27,49.41577251029206,201.0612881549528,68,1,1,2,81,1,North,8,27,74,2024-04-09,23,2,55.072679252057455
T3,2024-05-01,59,81,-4,50.821248007080605,224.99045084173005,60,1,0,1,-222,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-02,11,19,-1,49.69038428976255,230.9533809280536,58,0,1,1,-221,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-03,43,98,16,50.559517549576064,204.56951703681588,79,1,1,2,-220,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-04,80,113,11,49.53735471876989,221.66536858643468,74,0,0,0,-219,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-05,21,106,40,50.9688043614071,221.02760729210743,147,1,0,1,-218,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-06,24,101,6,49.41284254352121,200.43983314633923,134,1,1,2,-217,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-07,30,5,21,50.194826204340615,224.02067441734613,102,0,0,0,-216,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-08,63,1,37,49.368741841357924,203.6134784231043,75,1,1,2,-215,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-09,10,39,5,49.711345432929896,228.7618362073698,88,0,0,0,-214,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-10,23,117,16,50.4651441944205,208.59761514363026,85,0,1,1,-213,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-11,82,98,37,50.69281569862911,238.20945250893917,147,1,1,2,-212,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-12,39,16,-5,49.9909826324124,227.53609585710944,91,0,0,0,-211,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-13,34,2,44,50.59883175793796,227.7878588341771,143,1,0,1,-210,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-14,16,73,43,49.37026585767724,221.67603789513433,137,1,0,1,-209,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-15,94,20,11,50.31756673342144,227.6910625807141,119,0,0,0,-208,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-16,25,46,26,50.41115034503137,237.00993269662663,72,0,1,1,-207,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-17,85,6,8,49.24104515757293,229.24094685833126,97,1,0,1,-206,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-18,94,93,33,49.91028737007231,220.89738304284677,66,0,0,0,-205,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-19,23,98,38,49.24113377155456,203.07812806516836,86,1,1,2,-204,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-20,38,14,43,50.07680298076158,226.46620700322165,62,0,0,0,-203,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-21,15,108,36,50.753330755724896,216.7002433611157,148,1,0,1,-202,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-22,98,38,40,49.70142363090342,230.68753155724508,142,0,1,1,-201,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-23,56,15,38,50.96816693839859,230.73093655458072,74,1,1,2,-200,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-24,48,2,39,49.70924431528155,211.48955966616327,117,0,0,0,-199,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-25,36,24,42,49.035747869466825,239.50889558944127,122,1,1,2,-198,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-26,58,36,31,49.17882200462452,216.70323103139714,105,1,0,1,-197,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-27,87,10,7,50.97836981962672,229.73411291574496,53,1,0,1,-196,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-28,73,106,28,49.7681812229825,201.46927749706455,52,0,1,1,-195,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-29,4,4,41,49.432648046073105,220.7304146670557,69,1,0,1,-194,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-30,87,2,26,49.92676149643124,224.91749531740476,138,0,0,0,-193,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-05-31,13,100,28,49.914864195547416,215.64679064321518,141,0,0,0,-192,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-01,41,8,9,50.310483961278045,222.0342948243656,108,0,0,0,-191,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-02,78,37,2,50.3914285856995,201.95134326692693,67,0,1,1,-190,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-03,39,44,26,50.03215804088723,236.26054877778319,116,0,1,1,-189,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-04,97,39,21,50.7289857606147,229.35639675814807,137,1,0,1,-188,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-05,58,47,35,49.668017757490475,209.5476012520407,102,0,1,1,-187,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-06,62,26,32,49.37844307957001,235.265485310814,94,1,1,2,-186,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-07,29,38,25,49.00224022296022,222.24726940159027,126,1,0,1,-185,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-08,38,65,26,49.16819644893597,213.05734306013173,66,1,0,1,-184,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-09,34,111,0,49.56668589653116,200.7371087495287,145,0,1,1,-183,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-10,27,59,9,50.864056211020035,204.10038911962718,117,1,1,2,-182,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-11,63,16,6,49.13470120293754,223.28681840705093,114,1,0,1,-181,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-12,81,49,8,50.94697793835479,238.75511421142767,85,1,1,2,-180,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-13,28,10,27,49.64722043829908,219.54572761618664,100,0,0,0,-179,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-14,86,25,28,49.54725333256333,239.88498000630844,130,0,1,1,-178,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-15,31,1,41,50.36099860414943,226.18044857124542,76,0,0,0,-177,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-16,55,91,23,50.8872318403352,216.7890926770449,108,1,0,1,-176,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-17,37,14,28,49.42620940805017,201.24536331538044,74,1,1,2,-175,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-18,17,14,38,49.946419813383116,238.72773711658886,95,0,1,1,-174,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-19,70,2,23,49.262489755364776,201.30104717965008,109,1,1,2,-173,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-20,19,45,9,49.9630447030251,204.69232755849578,66,0,1,1,-172,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-21,47,59,16,50.163942803828796,210.7597361774039,137,0,0,0,-171,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-22,63,76,11,49.0232410798162,202.89787551178236,113,1,1,2,-170,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-23,10,44,19,50.72024479437841,231.19403955573398,57,1,1,2,-169,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-24,50,87,35,49.48409003172505,239.46650373068587,81,1,1,2,-168,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-25,32,73,34,49.01954169483837,213.0584523297597,51,1,0,1,-167,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-26,76,29,27,50.64902809379367,214.31205403713085,115,1,0,1,-166,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-27,43,48,34,50.27286049908727,228.25902905947603,55,0,0,0,-165,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-28,72,102,25,50.08259267060214,228.36242077803666,57,0,0,0,-164,0,East,2,26,52,2024-12-09,29,37,24.698178070456937
T3,2024-06-29,6,74,14,50.106002905183914,223.8990345052772,71,0,0,0,-163,1,East,2,26,52,2024-12-09,29,37,24.698178070456937
T4,2024-05-01,2,40,36,49.87721443297907,228.99306239496232,61,0,0,0,-39,0,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-02,18,54,40,49.67379158354221,207.28471662754797,102,0,1,1,-38,1,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-03,50,43,12,49.04172227858307,226.13052076949322,86,1,0,1,-37,1,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-04,92,53,9,49.515365777022424,218.50491826957264,143,0,0,0,-36,0,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-05,57,60,18,49.85098666889615,213.83739970187852,69,0,0,0,-35,1,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-06,35,116,28,49.97333788284941,234.93692952326643,83,0,1,1,-34,0,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-07,38,41,6,49.767694303735595,218.63251228080995,70,0,0,0,-33,0,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-08,93,86,36,49.47508664984775,238.85580376166558,86,1,1,2,-32,0,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-09,40,61,41,50.18583679966356,223.17659597374004,133,0,0,0,-31,1,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-10,27,65,29,50.31347332908258,213.0076025689878,89,0,0,0,-30,1,South,5,6,63,2024-06-09,75,57,25.96150997149434
T4,2024-05-11,35,44,17,49.90757908276728,209.44201853385857,116,0,1,1,-29,1,South,5,6,63,2024-06-09,75,57,25.96150997149434
